TIMESTAMP_START,TIMESTAMP_END,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,PPFD_DIF,PPFD_DIF_QC,SW_OUT,SW_OUT_QC,LW_OUT,LW_OUT_QC,CO2_F_MDS,CO2_F_MDS_QC,TS_F_MDS_1,TS_F_MDS_2,TS_F_MDS_3,TS_F_MDS_4,TS_F_MDS_5,TS_F_MDS_6,TS_F_MDS_7,TS_F_MDS_8,TS_F_MDS_9,TS_F_MDS_10,TS_F_MDS_1_QC,TS_F_MDS_2_QC,TS_F_MDS_3_QC,TS_F_MDS_4_QC,TS_F_MDS_5_QC,TS_F_MDS_6_QC,TS_F_MDS_7_QC,TS_F_MDS_8_QC,TS_F_MDS_9_QC,TS_F_MDS_10_QC,SWC_F_MDS_1,SWC_F_MDS_2,SWC_F_MDS_3,SWC_F_MDS_4,SWC_F_MDS_5,SWC_F_MDS_6,SWC_F_MDS_7,SWC_F_MDS_8,SWC_F_MDS_9,SWC_F_MDS_10,SWC_F_MDS_1_QC,SWC_F_MDS_2_QC,SWC_F_MDS_3_QC,SWC_F_MDS_4_QC,SWC_F_MDS_5_QC,SWC_F_MDS_6_QC,SWC_F_MDS_7_QC,SWC_F_MDS_8_QC,SWC_F_MDS_9_QC,SWC_F_MDS_10_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_RANDUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_RANDUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_CUT_REF,NEE_VUT_REF,NEE_CUT_REF_QC,NEE_VUT_REF_QC,NEE_CUT_REF_RANDUNC,NEE_VUT_REF_RANDUNC,NEE_CUT_REF_JOINTUNC,NEE_VUT_REF_JOINTUNC,NEE_CUT_USTAR50,NEE_VUT_USTAR50,NEE_CUT_USTAR50_QC,NEE_VUT_USTAR50_QC,NEE_CUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_RANDUNC,NEE_CUT_USTAR50_JOINTUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_CUT_MEAN,NEE_VUT_MEAN,NEE_CUT_MEAN_QC,NEE_VUT_MEAN_QC,NEE_CUT_SE,NEE_VUT_SE,NEE_CUT_05,NEE_CUT_16,NEE_CUT_25,NEE_CUT_50,NEE_CUT_75,NEE_CUT_84,NEE_CUT_95,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_CUT_05_QC,NEE_CUT_16_QC,NEE_CUT_25_QC,NEE_CUT_50_QC,NEE_CUT_75_QC,NEE_CUT_84_QC,NEE_CUT_95_QC,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_CUT_REF_NIGHT,NEE_VUT_REF_NIGHT,NEE_CUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_SD,NEE_CUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_QC,NEE_CUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_CUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_CUT_REF_DAY,NEE_VUT_REF_DAY,NEE_CUT_REF_DAY_SD,NEE_VUT_REF_DAY_SD,NEE_CUT_REF_DAY_QC,NEE_VUT_REF_DAY_QC,NEE_CUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_RANDUNC,NEE_CUT_REF_DAY_JOINTUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_CUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT,NEE_CUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_SD,NEE_CUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_QC,NEE_CUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_CUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_CUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY,NEE_CUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_SD,NEE_CUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_QC,NEE_CUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_CUT_USTAR50_DAY_JOINTUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_CUT_05_NIGHT,NEE_CUT_16_NIGHT,NEE_CUT_25_NIGHT,NEE_CUT_50_NIGHT,NEE_CUT_75_NIGHT,NEE_CUT_84_NIGHT,NEE_CUT_95_NIGHT,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_CUT_05_NIGHT_QC,NEE_CUT_16_NIGHT_QC,NEE_CUT_25_NIGHT_QC,NEE_CUT_50_NIGHT_QC,NEE_CUT_75_NIGHT_QC,NEE_CUT_84_NIGHT_QC,NEE_CUT_95_NIGHT_QC,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_CUT_05_DAY,NEE_CUT_16_DAY,NEE_CUT_25_DAY,NEE_CUT_50_DAY,NEE_CUT_75_DAY,NEE_CUT_84_DAY,NEE_CUT_95_DAY,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_CUT_05_DAY_QC,NEE_CUT_16_DAY_QC,NEE_CUT_25_DAY_QC,NEE_CUT_50_DAY_QC,NEE_CUT_75_DAY_QC,NEE_CUT_84_DAY_QC,NEE_CUT_95_DAY_QC,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,RECO_NT_CUT_REF,RECO_NT_CUT_USTAR50,RECO_NT_CUT_MEAN,RECO_NT_CUT_SE,RECO_NT_CUT_05,RECO_NT_CUT_16,RECO_NT_CUT_25,RECO_NT_CUT_50,RECO_NT_CUT_75,RECO_NT_CUT_84,RECO_NT_CUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,GPP_NT_CUT_REF,GPP_NT_CUT_USTAR50,GPP_NT_CUT_MEAN,GPP_NT_CUT_SE,GPP_NT_CUT_05,GPP_NT_CUT_16,GPP_NT_CUT_25,GPP_NT_CUT_50,GPP_NT_CUT_75,GPP_NT_CUT_84,GPP_NT_CUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,RECO_DT_CUT_REF,RECO_DT_CUT_USTAR50,RECO_DT_CUT_MEAN,RECO_DT_CUT_SE,RECO_DT_CUT_05,RECO_DT_CUT_16,RECO_DT_CUT_25,RECO_DT_CUT_50,RECO_DT_CUT_75,RECO_DT_CUT_84,RECO_DT_CUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,GPP_DT_CUT_REF,GPP_DT_CUT_USTAR50,GPP_DT_CUT_MEAN,GPP_DT_CUT_SE,GPP_DT_CUT_05,GPP_DT_CUT_16,GPP_DT_CUT_25,GPP_DT_CUT_50,GPP_DT_CUT_75,GPP_DT_CUT_84,GPP_DT_CUT_95,RECO_SR,RECO_SR_N
20070101,20070107,3.355,1.0,2.994,1.635,1.0,3.917,1.368,1.0,3.504,3.161,1.442,4.037,1.219,3.355,1.0,2.994,1.635,1.0,3.917,1.368,1.0,123.044,51.24,1.0,53.704,51.24,1.0,270.281,1.0,281.807,270.281,1.0,270.045,1.0,275.997,270.045,1.0,2.029,1.0,2.027,2.029,1.0,98.05,98.117,1.0,0.567,0.529,1.0,4.789,4.866,0.866071,0.6950219282407408,0.8437500000000001,-16.34850094340278,1.0,94.03108993055555,1.0,50.13962534722222,1.0,6.614955357986111,1.0,328.4976041666667,1.0,392.006,1.0,2.485,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,21.66,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.86735,-9999,-9999,0.410158,-7.91876,-9999,-9999,1.00837,-9999,-9999,29.2857,18.7143,29.2857,18.7143,0.722903,0.723633,1.0,1.0,0.0339909,0.0339331,0.0351074,0.0350004,0.719516,0.724669,1.0,1.0,0.0340383,0.034135,0.0351532,0.0351962,0.714986,0.71335,1.0,1.0,0.00131202,0.00131615,0.697464,0.70453,0.713426,0.716021,0.719251,0.722096,0.723633,0.697331,0.703583,0.705462,0.715908,0.717834,0.720738,0.723633,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.707593,0.707593,0.411412,0.411412,1.0,1.0,0.0377436,0.0376633,0.0387222,0.0384537,0.677203,0.67898,0.740249,0.739984,1.0,1.0,0.0597466,0.0596699,0.0603193,0.0603637,0.702265,0.709269,0.421736,0.41131,1.0,1.0,0.0377891,0.0380173,0.0387666,0.0388005,0.67711,0.679008,0.740201,0.739924,1.0,1.0,0.0598408,0.0598233,0.0604126,0.0605152,0.677418,0.68799,0.692179,0.695971,0.70156,0.705291,0.707595,0.677418,0.68799,0.690988,0.695971,0.698872,0.703503,0.707593,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.648511,0.662073,0.676972,0.678135,0.678198,0.678658,0.678938,0.648511,0.65998,0.662579,0.678135,0.678168,0.678231,0.678938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.717612,0.729823,0.709565,0.00235817,0.680994,0.689394,0.694471,0.717652,0.719403,0.723306,0.725861,0.717914,0.722846,0.714601,0.00261525,0.678138,0.693749,0.709998,0.717914,0.721007,0.725839,0.727224,0.00143076,0.00515391,-0.00378566,0.00157584,-0.0341186,-0.0154907,-0.00859312,0.00143076,0.00233512,0.00324614,0.00498548,0.00202721,0.00332955,-0.000385026,0.00161378,-0.0187837,-0.00745292,-0.00319501,0.00202721,0.00300341,0.00370401,0.00498548,0.926157,0.895915,0.89063,0.00751664,0.792987,0.819262,0.836888,0.911606,0.925701,0.925932,0.926157,0.926157,0.911545,0.9025,0.00599261,0.819185,0.83602,0.901185,0.911606,0.925775,0.926157,0.926752,0.0779053,0.0689122,0.0653311,0.00299759,0.0195943,0.0400331,0.0436637,0.0754702,0.0779121,0.0779604,0.0780257,0.0785107,0.0735192,0.0697139,0.00241412,0.0394857,0.0425319,0.0703181,0.0757614,0.0779398,0.0779604,0.0780257,-9999,-9999
20070108,20070114,-3.995,1.0,-4.155,2.12,1.0,-3.751,1.185,1.0,-2.832,-3.084,1.755,-2.446,1.054,-3.995,1.0,-4.155,2.12,1.0,-3.751,1.185,1.0,129.835,42.896,1.0,48.949,42.896,1.0,265.589,1.0,273.261,265.589,1.0,239.57,1.0,264.364,239.57,1.0,1.171,1.0,1.543,1.171,1.0,98.745,98.837,1.0,0.745,0.0,1.0,3.988,3.975,1.0,0.6103939965277777,1.0,1.3897857986111106,1.0,85.37796354166666,1.0,60.951821527777774,1.0,8.873066877430556,1.0,296.90413194444443,1.0,390.207,1.0,1.158,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,19.866,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.11969,-9999,-9999,0.313806,2.42835,-9999,-9999,1.10991,-9999,-9999,29.0,19.0,29.0,19.0,0.53597,0.535891,1.0,1.0,0.0318624,0.0317178,0.0327217,0.0326288,0.535752,0.535783,1.0,1.0,0.0318765,0.031804,0.0327354,0.0327126,0.535503,0.536808,0.997991,0.997024,0.00119676,0.00118754,0.523492,0.52805,0.529564,0.535631,0.540881,0.54295,0.543926,0.525234,0.528614,0.529564,0.535891,0.54295,0.543926,0.549767,1.0,0.994048,0.994048,1.0,1.0,1.0,1.0,1.0,0.994048,0.994048,1.0,1.0,1.0,0.982143,0.536176,0.536292,0.399773,0.39977,1.0,1.0,0.0381106,0.0379285,0.0397889,0.0404899,0.486432,0.486063,0.476976,0.452196,1.0,1.0,0.0513151,0.0510978,0.0539611,0.055469,0.535891,0.53612,0.400925,0.399718,1.0,1.0,0.0381513,0.0380259,0.0398278,0.0405812,0.486337,0.486063,0.476918,0.452196,1.0,1.0,0.0512963,0.0512466,0.0539432,0.0556061,0.51055,0.519912,0.52511,0.537235,0.541998,0.54278,0.543055,0.495718,0.514008,0.519559,0.535945,0.541998,0.542354,0.542857,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.995074,1.0,1.0,1.0,1.0,1.0,1.0,0.446792,0.462342,0.484979,0.487199,0.495559,0.495722,0.528891,0.461457,0.484979,0.48643,0.489926,0.495722,0.528144,0.545749,1.0,1.0,1.0,0.984962,1.0,1.0,0.962406,1.0,1.0,0.984962,1.0,1.0,0.984962,0.984962,0.543971,0.555363,0.554305,0.00197763,0.537635,0.540949,0.544461,0.554563,0.558954,0.563657,0.576747,0.545005,0.551198,0.551477,0.00177736,0.537635,0.538648,0.541303,0.550578,0.556373,0.559946,0.569918,0.00322728,0.0195805,0.017497,0.00195748,-0.00308989,0.00322728,0.00380953,0.0175278,0.02693,0.0309731,0.0345255,0.00205562,0.0154458,0.0159746,0.00193145,-0.00308989,0.00355526,0.00388337,0.0161968,0.0239604,0.0285824,0.0340385,0.512103,0.526452,0.534319,0.00749261,0.49064,0.508889,0.511598,0.516375,0.531006,0.56302,0.652375,0.519388,0.513917,0.526259,0.00583415,0.496747,0.508334,0.511652,0.514077,0.527112,0.531123,0.613042,0.0100464,0.0136617,0.0169184,0.00240836,0.00117233,0.00895509,0.00928501,0.0104243,0.0178244,0.0245903,0.0523785,0.0103419,0.00922593,0.0146843,0.00213131,0.00128521,0.00879064,0.00926598,0.0103669,0.0137141,0.016692,0.0511977,-9999,-9999
20070115,20070121,-7.444,1.0,-7.847,1.687,1.0,-6.827,1.331,1.0,-6.66,-7.214,1.9,-5.814,1.448,-7.444,1.0,-7.847,1.687,1.0,-6.827,1.331,1.0,139.415,58.786,1.0,55.545,58.786,1.0,242.502,1.0,254.002,242.502,1.0,212.088,1.0,238.146,212.088,1.0,0.88,1.0,1.098,0.88,1.0,99.214,99.306,1.0,1.547,0.0,1.0,3.814,4.069,1.0,0.5945103993055555,1.0,11.32362423611111,1.0,126.44420277777778,1.0,69.39855138888888,1.0,12.401245264930553,1.0,280.29868055555556,1.0,390.634,1.0,0.184,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.468,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.972486,-9999,-9999,0.249952,9.62248,-9999,-9999,0.961566,-9999,-9999,29.0,19.0,29.0,19.0,0.494753,0.485454,0.991071,0.988095,0.0315169,0.0307962,0.0344361,0.0355464,0.491712,0.485454,0.991071,0.988095,0.0314212,0.0308399,0.0343486,0.0355842,0.494784,0.492044,0.984673,0.982515,0.00219284,0.0025347,0.466769,0.479717,0.485478,0.494601,0.506514,0.507468,0.509982,0.466769,0.4718,0.47894,0.491712,0.505956,0.507304,0.509243,0.982143,0.967262,0.982143,0.964286,0.988095,0.988095,0.988095,0.982143,0.982143,0.964286,0.991071,0.988095,0.988095,0.988095,0.445081,0.455978,0.389075,0.382653,1.0,1.0,0.0385572,0.0385588,0.0397062,0.0400965,0.52513,0.485861,0.627294,0.585618,0.977444,0.969925,0.0492308,0.0464461,0.0632713,0.0617271,0.440794,0.455978,0.387554,0.382653,1.0,1.0,0.0383685,0.0386108,0.0395231,0.0401465,0.524271,0.485861,0.627495,0.585618,0.977444,0.969925,0.0492116,0.0465169,0.0632564,0.0617805,0.419332,0.439773,0.440794,0.443071,0.451765,0.45874,0.462031,0.404356,0.436608,0.44043,0.443069,0.448686,0.458603,0.462347,0.970443,1.0,1.0,0.980296,1.0,1.0,1.0,0.970443,0.975369,1.0,1.0,0.980296,1.0,1.0,0.471067,0.479667,0.485823,0.526328,0.558757,0.559155,0.559898,0.466761,0.477443,0.481702,0.524636,0.556837,0.558757,0.559898,0.954887,0.947368,0.954887,0.992481,0.969925,0.969925,0.969925,0.954887,0.947368,0.954887,0.954887,0.969925,0.969925,0.969925,0.390719,0.395432,0.394461,0.00186645,0.382938,0.387027,0.389674,0.391857,0.394612,0.397762,0.412245,0.391857,0.3931,0.393198,0.00108644,0.384321,0.387046,0.389674,0.392209,0.395432,0.397011,0.398725,-0.114208,-0.0900219,-0.0975828,0.00310251,-0.121855,-0.115612,-0.11457,-0.0985845,-0.085589,-0.0806926,-0.0782767,-0.115447,-0.0986121,-0.101585,0.00283395,-0.122253,-0.120308,-0.115267,-0.102933,-0.0904901,-0.0884429,-0.0797229,0.540777,0.595163,0.568588,0.00635356,0.511175,0.533245,0.544527,0.559051,0.586749,0.59791,0.630612,0.558342,0.67068,0.578281,0.00735023,0.511738,0.539138,0.548949,0.566192,0.593177,0.628672,0.672055,0.0,0.0324133,0.0136148,0.00277549,0.0,0.0,0.0,0.00280144,0.0230561,0.0301569,0.0468455,0.0,0.0486746,0.0154236,0.00317875,0.0,0.0,0.0,0.00279659,0.0295267,0.044007,0.0490471,-9999,-9999
20070122,20070128,-8.403,1.0,-8.433,1.861,1.0,-8.363,1.269,1.0,-8.179,-8.565,2.167,-7.6,1.45,-8.403,1.0,-8.433,1.861,1.0,-8.363,1.269,1.0,151.656,44.701,0.967262,68.096,50.903,0.967262,261.743,1.0,248.272,261.743,1.0,211.506,0.967262,230.344,210.358,0.967262,0.572,1.0,0.944,0.572,1.0,98.213,98.263,1.0,0.694,0.0,1.0,3.09,3.416,0.717262,0.4045260916666667,0.7638888888888888,23.007537166666665,1.0,80.78406840277778,1.0,64.87871979166667,1.0,11.137140187152776,1.0,278.62861111111107,1.0,393.624,1.0,0.124,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.18,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.973214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.63866,-9999,-9999,0.228147,6.10534,-9999,-9999,0.90553,-9999,-9999,28.7143,19.2857,28.7143,19.1429,0.434626,0.423524,0.988095,0.988095,0.0306393,0.0303297,0.0565144,0.0610015,0.434626,0.423524,0.988095,0.988095,0.030601,0.030381,0.0564936,0.061027,0.435778,0.426965,0.98683,0.978646,0.00593155,0.00649958,0.363671,0.378169,0.423392,0.432562,0.472743,0.473145,0.480054,0.363671,0.366961,0.37808,0.431755,0.470688,0.472815,0.47337,0.979167,0.952381,0.988095,0.982143,0.997024,0.997024,1.0,0.979167,0.949405,0.952381,0.988095,0.997024,1.0,1.0,0.380224,0.38586,0.206516,0.204897,1.0,1.0,0.0373898,0.0372489,0.0556222,0.0584586,0.477124,0.441998,0.515184,0.469013,0.970301,0.970301,0.0479893,0.0470858,0.0737955,0.0750432,0.380224,0.38586,0.206516,0.204897,1.0,1.0,0.0373348,0.0373148,0.0555852,0.0585005,0.477124,0.441998,0.515184,0.469013,0.970301,0.970301,0.0479436,0.0471604,0.0737657,0.07509,0.296411,0.32326,0.380224,0.393157,0.405196,0.405621,0.408283,0.296411,0.315512,0.323294,0.392399,0.403157,0.405621,0.408721,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.410663,0.426827,0.437829,0.476703,0.527491,0.538949,0.548704,0.407497,0.410663,0.427812,0.44201,0.526871,0.527529,0.544105,0.947744,0.902632,0.872556,0.970301,0.992481,1.0,1.0,0.767293,0.947744,0.880075,0.970301,0.992481,0.992481,1.0,0.348674,0.343075,0.345848,0.00256043,0.316828,0.319966,0.33579,0.348447,0.359524,0.361378,0.368026,0.361378,0.343694,0.348635,0.00225598,0.317317,0.330988,0.343815,0.349197,0.359315,0.360191,0.371566,-0.0970379,-0.080449,-0.0811172,0.00473756,-0.118642,-0.111438,-0.110863,-0.0841151,-0.0609064,-0.0485378,-0.0294418,-0.111365,-0.0909323,-0.0871424,0.00423298,-0.118664,-0.112625,-0.110863,-0.0908504,-0.0753977,-0.0608526,-0.0456223,0.491241,0.737724,0.573993,0.020637,0.446578,0.460892,0.476904,0.495684,0.667586,0.739266,0.778004,0.476904,0.643379,0.585188,0.0194279,0.449182,0.468606,0.48124,0.509541,0.689689,0.737776,0.760163,0.121092,0.152551,0.0720884,0.00994927,0.00605677,0.011164,0.0117231,0.0434221,0.134932,0.15257,0.179238,0.122187,0.109594,0.0710091,0.00992836,0.0,0.0100205,0.0113894,0.0434221,0.134373,0.152038,0.158116,-9999,-9999
20070129,20070204,-10.978,0.952381,-11.267,0.853,1.0,-10.574,0.79,0.885714,-11.221,-11.632,1.404,-10.646,1.381,-10.859,0.952381,-11.267,0.853,1.0,-10.288,1.02,0.885714,166.365,52.249,0.928571,76.331,57.255,0.928571,236.897,0.952381,229.407,237.505,0.952381,200.261,0.925595,204.662,201.329,0.925595,0.673,0.952381,0.966,0.69,0.952381,97.95,97.956,1.0,0.797,0.071,0.916667,3.398,3.977,1.0,0.4963019166666666,1.0,13.590717191666666,0.8333333333333334,88.20626583333332,0.8333333333333334,69.48578625,0.8333333333333334,14.567495391666665,0.8333333333333334,272.0152916666667,0.8333333333333334,390.419,1.0,0.059,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,18.129,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0.553571,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,2.29288,-9999,-9999,0.25978,8.29891,-9999,-9999,1.00746,-9999,-9999,28.0,20.0,28.0,20.0,0.48622,0.485971,0.958333,0.958333,0.0281923,0.0282814,0.030806,0.0319017,0.487016,0.486107,0.96131,0.958333,0.0281765,0.0283094,0.0307915,0.0319265,0.482735,0.488363,0.959003,0.952902,0.00255236,0.00286968,0.45481,0.466587,0.469364,0.485952,0.487016,0.491422,0.507494,0.465243,0.469533,0.474966,0.485971,0.491422,0.499054,0.529289,0.982143,0.979167,0.97619,0.973214,0.96131,0.928571,0.928571,0.946429,0.979167,0.97619,0.958333,0.928571,0.928571,0.925595,0.436553,0.436025,0.319618,0.318453,1.0,1.0,0.0341961,0.0342465,0.0347082,0.0348151,0.513332,0.513497,0.50397,0.504367,0.9,0.9,0.0442641,0.044491,0.0499032,0.0533794,0.436553,0.436213,0.319618,0.318492,1.0,1.0,0.034177,0.0342896,0.0346893,0.0348575,0.515173,0.513548,0.503349,0.504363,0.907143,0.9,0.0442391,0.0445211,0.049881,0.0534045,0.418445,0.433193,0.436029,0.439478,0.442949,0.445073,0.452505,0.431269,0.4362,0.436763,0.43981,0.445073,0.448732,0.4581,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.461656,0.469085,0.475234,0.508259,0.51372,0.515173,0.540201,0.461831,0.475234,0.478352,0.508658,0.515173,0.534222,0.571772,0.871429,0.971429,0.95,0.85,0.9,0.907143,0.828571,0.871429,0.95,0.942857,0.85,0.907143,0.828571,0.828571,0.452032,0.438808,0.447305,0.00135326,0.432173,0.439278,0.440795,0.447832,0.4542,0.457971,0.459148,0.461779,0.439482,0.445808,0.00153454,0.425597,0.436976,0.439631,0.447832,0.452276,0.454681,0.458224,-0.0342759,-0.0472997,-0.0410588,0.00323111,-0.0851362,-0.0700438,-0.0567494,-0.0417517,-0.0224687,-0.0211389,-0.0178999,-0.0217526,-0.0475342,-0.0369266,0.00308558,-0.0851362,-0.0567494,-0.0472092,-0.0336753,-0.0214547,-0.0185214,-0.0171413,0.442176,0.471181,0.484651,0.00787032,0.435127,0.439675,0.441267,0.47076,0.526174,0.536942,0.547682,0.430286,0.464293,0.471109,0.00552249,0.430286,0.439675,0.440591,0.464661,0.478176,0.526873,0.537529,0.00507928,0.00891058,0.0128123,0.00188039,0.00109564,0.0055066,0.0076902,0.00952832,0.0148675,0.0177287,0.0266956,0.00550986,0.0076902,0.0103435,0.00080534,0.00307244,0.00684047,0.00771924,0.00952832,0.00972439,0.0144927,0.0224523,-9999,-9999
